PROC CODE,PROCEDURE DESCRIPTION
80505,PATH CLIN CONSLTJ HIGH 41-60       
80505,PATH CLIN CONSLTJ HIGH 41-60       
80505,PATH CLIN CONSLTJ HIGH 41-60       
80505,PATH CLIN CONSLTJ HIGH 41-60       
80505,PATH CLIN CONSLTJ HIGH 41-60       
80505,PATH CLIN CONSLTJ HIGH 41-60       
80505,PATH CLIN CONSLTJ HIGH 41-60       
80505,PATH CLIN CONSLTJ HIGH 41-60       
80506,PATH CLIN CONSLTJ PROLNG SVC       
80506,PATH CLIN CONSLTJ PROLNG SVC       
80506,PATH CLIN CONSLTJ PROLNG SVC       
80506,PATH CLIN CONSLTJ PROLNG SVC       
80506,PATH CLIN CONSLTJ PROLNG SVC       
81000,URINALYSIS NONAUTO W/SCOPE         
81000,URINALYSIS NONAUTO W/SCOPE         
81000,URINALYSIS NONAUTO W/SCOPE         
81000,URINALYSIS NONAUTO W/SCOPE         
81001,URINALYSIS AUTO W/SCOPE            
81001,URINALYSIS AUTO W/SCOPE            
81001,URINALYSIS AUTO W/SCOPE            
81001,URINALYSIS AUTO W/SCOPE            
81002,URINALYSIS NONAUTO W/O SCOPE       
81002,URINALYSIS NONAUTO W/O SCOPE       
81002,URINALYSIS NONAUTO W/O SCOPE       
81002,URINALYSIS NONAUTO W/O SCOPE       
81003,URINALYSIS AUTO W/O SCOPE          
81003,URINALYSIS AUTO W/O SCOPE          
81003,URINALYSIS AUTO W/O SCOPE          
81003,URINALYSIS AUTO W/O SCOPE          
81003,URINALYSIS AUTO W/O SCOPE          
81004,"URINALYSIS COMPONENTS, SINGLE, NOT "
81004,"URINALYSIS COMPONENTS, SINGLE, NOT "
81005,URINALYSIS                         
81005,URINALYSIS                         
81005,URINALYSIS                         
81005,URINALYSIS                         
81005,URINALYSIS                         
81005,URINALYSIS                         
81006,URINE VOLUME MEASUREMENT           
81007,"URINALYSIS; BACTERIURIA SCREEN, EXC"
81007,"URINALYSIS; BACTERIURIA SCREEN, EXC"
81007,"URINALYSIS; BACTERIURIA SCREEN, EXC"
81007,"URINALYSIS; BACTERIURIA SCREEN, EXC"
81010,URINALYSIS CONCENTRATION AND DILUTI
81011,URINALYSIS WATER DEPRIVATION TEST  
81011,URINALYSIS WATER DEPRIVATION TEST  
81012,URINALYSIS WATER DEPRIVATION TEST W
81012,URINALYSIS WATER DEPRIVATION TEST W
81015,URINALYSIS; MICROSCOPIC ONLY       
81015,URINALYSIS; MICROSCOPIC ONLY       
81015,URINALYSIS; MICROSCOPIC ONLY       
81015,URINALYSIS; MICROSCOPIC ONLY       
81015,URINALYSIS; MICROSCOPIC ONLY       
81015,URINALYSIS; MICROSCOPIC ONLY       
81020,URINALYSIS GLASS TEST              
81020,URINALYSIS GLASS TEST              
81020,URINALYSIS GLASS TEST              
81025,"URINE PREGNANCY TEST, BY VISUAL COL"
81025,"URINE PREGNANCY TEST, BY VISUAL COL"
81025,"URINE PREGNANCY TEST, BY VISUAL COL"
81025,"URINE PREGNANCY TEST, BY VISUAL COL"
81030,QUANTITATIVE SEDIMENT ANALYSIS AND 
81030,QUANTITATIVE SEDIMENT ANALYSIS AND 
81050,URINALYSIS VOLUME MEASURE          
81050,URINALYSIS VOLUME MEASURE          
81050,URINALYSIS VOLUME MEASURE          
81050,URINALYSIS VOLUME MEASURE          
81099,UNLISTED URINALYSIS PX             
81105,HPA-1 GENOTYPING                   
81105,HPA-1 GENOTYPING                   
81106,HPA-2 GENOTYPING                   
81106,HPA-2 GENOTYPING                   
81107,HPA-3 GENOTYPING                   
81107,HPA-3 GENOTYPING                   
81108,HPA-4 GENOTYPING                   
81108,HPA-4 GENOTYPING                   
81109,HPA-5 GENOTYPING                   
81109,HPA-5 GENOTYPING                   
81110,HPA-6 GENOTYPING                   
81110,HPA-6 GENOTYPING                   
81111,HPA-9 GENOTYPING                   
81111,HPA-9 GENOTYPING                   
81112,HPA-15 GENOTYPING                  
81112,HPA-15 GENOTYPING                  
81120,IDH1 COMMON VARIANTS               
81121,IDH2 COMMON VARIANTS               
81161,DMD DUP/DELET ANALYSIS             
81162,BRCA1&2 GEN FULL SEQ DUP/DEL       
81162,BRCA1&2 GEN FULL SEQ DUP/DEL       
81162,BRCA1&2 GEN FULL SEQ DUP/DEL       
81163,BRCA1&2 GENE FULL SEQ ALYS         
81164,BRCA1&2 GEN FUL DUP/DEL ALYS       
81165,BRCA1 GENE FULL SEQ ALYS           
81166,BRCA1 GENE FULL DUP/DEL ALYS       
81167,BRCA2 GENE FULL DUP/DEL ALYS       
81168,CCND1/IGH TRANSLOCATION ALYS       
81170,ABL1 GENE                          
81171,AFF2 GEN ALY DETC ABNL ALLEL       
81172,AFF2 GEN ALYS CHARAC ALLELES       
81173,AR GENE FULL GENE SEQUENCE         
81174,AR GENE KNOWN FAMIL VARIANT        
81175,ASXL1 FULL GENE SEQUENCE           
81175,ASXL1 FULL GENE SEQUENCE           
81176,ASXL1 GENE TARGET SEQ ALYS         
81176,ASXL1 GENE TARGET SEQ ALYS         
81176,ASXL1 GENE TARGET SEQ ALYS         
81177,ATN1 GENE DETC ABNOR ALLELES       
81178,ATXN1 GENE DETC ABNOR ALLELE       
81179,ATXN2 GENE DETC ABNOR ALLELE       
81180,ATXN3 GENE DETC ABNOR ALLELE       
81181,ATXN7 GENE DETC ABNOR ALLELE       
81182,ATXN8OS GEN DETC ABNOR ALLEL       
81183,ATXN10 GENE DETC ABNOR ALLEL       
81184,CACNA1A GEN DETC ABNOR ALLEL       
81185,CACNA1A GENE FULL GENE SEQ         
81186,CACNA1A GEN KNOWN FAMIL VRNT       
81187,CNBP GENE DETC ABNOR ALLELE        
81188,CSTB GENE DETC ABNOR ALLELE        
81189,CSTB GENE FULL GENE SEQUENCE       
81190,CSTB GENE KNOWN FAMIL VRNT         
81191,NTRK1 TRANSLOCATION ANALYSIS       
81192,NTRK2 TRANSLOCATION ANALYSIS       
81193,NTRK3 TRANSLOCATION ANALYSIS       
81194,NTRK TRANSLOCATION ANALYSIS        
81195,CYTOG GENOM-WID ALYS HEM MAL       
81200,ASPA GENE                          
81200,ASPA GENE                          
81200,ASPA GENE                          
81201,APC GENE FULL SEQUENCE             
81201,APC GENE FULL SEQUENCE             
81202,APC GENE KNOWN FAM VARIANTS        
81202,APC GENE KNOWN FAM VARIANTS        
81203,APC GENE DUP/DELET VARIANTS        
81203,APC GENE DUP/DELET VARIANTS        
81203,APC GENE DUP/DELET VARIANTS        
81204,AR GENE CHARAC ALLELES             
81205,BCKDHB GENE                        
81205,BCKDHB GENE                        
81205,BCKDHB GENE                        
81206,BCR/ABL1 GENE MAJOR BP             
81206,BCR/ABL1 GENE MAJOR BP             
81206,BCR/ABL1 GENE MAJOR BP             
81207,BCR/ABL1 GENE MINOR BP             
81207,BCR/ABL1 GENE MINOR BP             
81207,BCR/ABL1 GENE MINOR BP             
81208,BCR/ABL1 GENE OTHER BP             
81208,BCR/ABL1 GENE OTHER BP             
81208,BCR/ABL1 GENE OTHER BP             
81209,BLM GENE                           
81209,BLM GENE                           
81209,BLM GENE                           
81210,BRAF GENE                          
81210,BRAF GENE                          
81210,BRAF GENE                          
81211,BRCA1&2 SEQ & COM DUP/DEL          
81211,BRCA1&2 SEQ & COM DUP/DEL          
81211,BRCA1&2 SEQ & COM DUP/DEL          
81211,BRCA1&2 SEQ & COM DUP/DEL          
81212,BRCA1&2 185&5385&6174 VRNT         
81212,BRCA1&2 185&5385&6174 VRNT         
81212,BRCA1&2 185&5385&6174 VRNT         
81213,BRCA1&2 UNCOM DUP/DEL VAR          
81213,BRCA1&2 UNCOM DUP/DEL VAR          
81213,BRCA1&2 UNCOM DUP/DEL VAR          
81214,BRCA1 FULL SEQ & COM DUP/DEL       
81214,BRCA1 FULL SEQ & COM DUP/DEL       
81214,BRCA1 FULL SEQ & COM DUP/DEL       
81215,BRCA1 GENE KNOWN FAMIL VRNT        
81215,BRCA1 GENE KNOWN FAMIL VRNT        
81215,BRCA1 GENE KNOWN FAMIL VRNT        
81216,BRCA2 GENE FULL SEQ ALYS           
81216,BRCA2 GENE FULL SEQ ALYS           
81216,BRCA2 GENE FULL SEQ ALYS           
81217,BRCA2 GENE KNOWN FAMIL VRNT        
81217,BRCA2 GENE KNOWN FAMIL VRNT        
81217,BRCA2 GENE KNOWN FAMIL VRNT        
81218,CEBPA GENE FULL SEQUENCE           
81218,CEBPA GENE FULL SEQUENCE           
81218,CEBPA GENE FULL SEQUENCE           
81218,CEBPA GENE FULL SEQUENCE           
81218,CEBPA GENE FULL SEQUENCE           
81219,CALR GENE COM VARIANTS             
81219,CALR GENE COM VARIANTS             
81219,CALR GENE COM VARIANTS             
81219,CALR GENE COM VARIANTS             
81220,CFTR GENE COM VARIANTS             
81220,CFTR GENE COM VARIANTS             
81220,CFTR GENE COM VARIANTS             
81221,CFTR GENE KNOWN FAM VARIANTS       
81221,CFTR GENE KNOWN FAM VARIANTS       
81222,CFTR GENE DUP/DELET VARIANTS       
81222,CFTR GENE DUP/DELET VARIANTS       
81223,CFTR GENE FULL SEQUENCE            
81223,CFTR GENE FULL SEQUENCE            
81223,CFTR GENE FULL SEQUENCE            
81224,CFTR GENE INTRON POLY T            
81224,CFTR GENE INTRON POLY T            
81225,CYP2C19 GENE COM VARIANTS          
81225,CYP2C19 GENE COM VARIANTS          
81225,CYP2C19 GENE COM VARIANTS          
81225,CYP2C19 GENE COM VARIANTS          
81226,CYP2D6 GENE COM VARIANTS           
81226,CYP2D6 GENE COM VARIANTS           
81226,CYP2D6 GENE COM VARIANTS           
81227,CYP2C9 GENE COM VARIANTS           
81227,CYP2C9 GENE COM VARIANTS           
81227,CYP2C9 GENE COM VARIANTS           
81228,CYTOG ALYS CHRML ABNR CGH          
81228,CYTOG ALYS CHRML ABNR CGH          
81229,CYTOG ALYS CHRML ABNR SNPCGH       
81229,CYTOG ALYS CHRML ABNR SNPCGH       
81230,CYP3A4 GENE COMMON VARIANTS        
81231,CYP3A5 GENE COMMON VARIANTS        
81232,DPYD GENE COMMON VARIANTS          
81233,BTK GENE COMMON VARIANTS           
81234,DMPK GENE DETC ABNOR ALLELE        
81235,EGFR GENE COM VARIANTS             
81235,EGFR GENE COM VARIANTS             
81235,EGFR GENE COM VARIANTS             
81236,EZH2 GENE FULL GENE SEQUENCE       
81237,EZH2 GENE COMMON VARIANTS          
81238,F9 FULL GENE SEQUENCE              
81239,DMPK GENE CHARAC ALLELES           
81240,F2 GENE                            
81240,F2 GENE                            
81240,F2 GENE                            
81241,F5 GENE                            
81241,F5 GENE                            
81241,F5 GENE                            
81242,FANCC GENE                         
81242,FANCC GENE                         
81242,FANCC GENE                         
81243,FMR1 GEN ALY DETC ABNL ALLEL       
81243,FMR1 GEN ALY DETC ABNL ALLEL       
81243,FMR1 GEN ALY DETC ABNL ALLEL       
81244,FMR1 GEN ALYS CHARAC ALLELES       
81244,FMR1 GEN ALYS CHARAC ALLELES       
81244,FMR1 GEN ALYS CHARAC ALLELES       
81245,FLT3 GENE                          
81245,FLT3 GENE                          
81245,FLT3 GENE                          
81246,FLT3 GENE ANALYSIS                 
81246,FLT3 GENE ANALYSIS                 
81247,G6PD GENE ALYS CMN VARIANT         
81248,G6PD KNOWN FAMILIAL VARIANT        
81249,G6PD FULL GENE SEQUENCE            
81250,G6PC GENE                          
81250,G6PC GENE                          
81250,G6PC GENE                          
81251,GBA GENE                           
81251,GBA GENE                           
81251,GBA GENE                           
81252,GJB2 GENE FULL SEQUENCE            
81252,GJB2 GENE FULL SEQUENCE            
81252,GJB2 GENE FULL SEQUENCE            
81253,GJB2 GENE KNOWN FAM VARIANTS       
81253,GJB2 GENE KNOWN FAM VARIANTS       
81253,GJB2 GENE KNOWN FAM VARIANTS       
81254,GJB6 GENE COM VARIANTS             
81254,GJB6 GENE COM VARIANTS             
81254,GJB6 GENE COM VARIANTS             
81255,HEXA GENE                          
81255,HEXA GENE                          
81255,HEXA GENE                          
81256,HFE GENE                           
81256,HFE GENE                           
81256,HFE GENE                           
81256,HFE GENE                           
81256,HFE GENE                           
81256,HFE GENE                           
81257,HBA1/HBA2 GENE                     
81257,HBA1/HBA2 GENE                     
81257,HBA1/HBA2 GENE                     
81258,HBA1/HBA2 GENE FAM VRNT            
81259,HBA1/HBA2 FULL GENE SEQUENCE       
81260,IKBKAP GENE                        
81260,IKBKAP GENE                        
81260,IKBKAP GENE                        
81261,IGH GENE REARRANGE AMP METH        
81261,IGH GENE REARRANGE AMP METH        
81261,IGH GENE REARRANGE AMP METH        
81262,IGH GENE REARRANG DIR PROBE        
81262,IGH GENE REARRANG DIR PROBE        
81262,IGH GENE REARRANG DIR PROBE        
81263,IGH VARI REGIONAL MUTATION         
81263,IGH VARI REGIONAL MUTATION         
81263,IGH VARI REGIONAL MUTATION         
81264,IGK REARRANGEABN CLONAL POP        
81264,IGK REARRANGEABN CLONAL POP        
81264,IGK REARRANGEABN CLONAL POP        
81265,STR MARKERS SPECIMEN ANAL          
81265,STR MARKERS SPECIMEN ANAL          
81265,STR MARKERS SPECIMEN ANAL          
81265,STR MARKERS SPECIMEN ANAL          
81265,STR MARKERS SPECIMEN ANAL          
81265,STR MARKERS SPECIMEN ANAL          
81266,STR MARKERS SPEC ANAL ADDL         
81266,STR MARKERS SPEC ANAL ADDL         
81267,CHIMERISM ANAL NO CELL SELEC       
81267,CHIMERISM ANAL NO CELL SELEC       
81267,CHIMERISM ANAL NO CELL SELEC       
81268,CHIMERISM ANAL W/CELL SELECT       
81268,CHIMERISM ANAL W/CELL SELECT       
81268,CHIMERISM ANAL W/CELL SELECT       
81269,HBA1/HBA2 GENE DUP/DEL VRNTS       
81270,JAK2 GENE                          
81270,JAK2 GENE                          
81270,JAK2 GENE                          
81271,HTT GENE DETC ABNOR ALLELES        
81272,KIT GENE TARGETED SEQ ANALYS       
81273,KIT GENE ANALYS D816 VARIANT       
81274,HTT GENE CHARAC ALLELES            
81275,KRAS GENE VARIANTS EXON 2          
81275,KRAS GENE VARIANTS EXON 2          
81275,KRAS GENE VARIANTS EXON 2          
81275,KRAS GENE VARIANTS EXON 2          
81276,KRAS GENE ADDL VARIANTS            
81277,CYTOGENOMIC NEO MICRORA ALYS       
81278,IGH@/BCL2 TRANSLOCATION ALYS       
81279,JAK2 GENE TRGT SEQUENCE ALYS       
81280,LONG QT SYND GENE FULL SEQ         
81281,LONG QT SYND KNOWN FAM VAR         
81282,LONG QT SYN GENE DUP/DLT VAR       
81283,IFNL3 GENE                         
81284,FXN GENE DETC ABNOR ALLELES        
81285,FXN GENE CHARAC ALLELES            
81286,FXN GENE FULL GENE SEQUENCE        
81287,MGMT GENE PRMTR MTHYLTN ALYS       
81288,MLH1 GENE                          
81289,FXN GENE KNOWN FAMIL VARIANT       
81290,MCOLN1 GENE                        
81290,MCOLN1 GENE                        
81290,MCOLN1 GENE                        
81291,MTHFR GENE                         
81291,MTHFR GENE                         
81291,MTHFR GENE                         
81291,MTHFR GENE                         
81292,MLH1 GENE FULL SEQ                 
81292,MLH1 GENE FULL SEQ                 
81292,MLH1 GENE FULL SEQ                 
81292,MLH1 GENE FULL SEQ                 
81293,MLH1 GENE KNOWN VARIANTS           
81293,MLH1 GENE KNOWN VARIANTS           
81293,MLH1 GENE KNOWN VARIANTS           
81294,MLH1 GENE DUP/DELETE VARIANT       
81294,MLH1 GENE DUP/DELETE VARIANT       
81294,MLH1 GENE DUP/DELETE VARIANT       
81294,MLH1 GENE DUP/DELETE VARIANT       
81295,MSH2 GENE FULL SEQ                 
81295,MSH2 GENE FULL SEQ                 
81295,MSH2 GENE FULL SEQ                 
81295,MSH2 GENE FULL SEQ                 
81296,MSH2 GENE KNOWN VARIANTS           
81296,MSH2 GENE KNOWN VARIANTS           
81296,MSH2 GENE KNOWN VARIANTS           
81297,MSH2 GENE DUP/DELETE VARIANT       
81297,MSH2 GENE DUP/DELETE VARIANT       
81297,MSH2 GENE DUP/DELETE VARIANT       
81297,MSH2 GENE DUP/DELETE VARIANT       
81298,MSH6 GENE FULL SEQ                 
81298,MSH6 GENE FULL SEQ                 
81298,MSH6 GENE FULL SEQ                 
81298,MSH6 GENE FULL SEQ                 
81299,MSH6 GENE KNOWN VARIANTS           
81299,MSH6 GENE KNOWN VARIANTS           
81299,MSH6 GENE KNOWN VARIANTS           
81300,MSH6 GENE DUP/DELETE VARIANT       
81300,MSH6 GENE DUP/DELETE VARIANT       
81300,MSH6 GENE DUP/DELETE VARIANT       
81300,MSH6 GENE DUP/DELETE VARIANT       
81301,MICROSATELLITE INSTABILITY         
81301,MICROSATELLITE INSTABILITY         
81301,MICROSATELLITE INSTABILITY         
81302,MECP2 GENE FULL SEQ                
81302,MECP2 GENE FULL SEQ                
81303,MECP2 GENE KNOWN VARIANT           
81303,MECP2 GENE KNOWN VARIANT           
81304,MECP2 GENE DUP/DELET VARIANT       
81304,MECP2 GENE DUP/DELET VARIANT       
81305,MYD88 GENE P.LEU265PRO VRNT        
81306,NUDT15 GENE COMMON VARIANTS        
81307,PALB2 GENE FULL GENE SEQ           
81308,PALB2 GENE KNOWN FAMIL VRNT        
81309,PIK3CA GENE TRGT SEQ ALYS          
81310,NPM1 GENE                          
81310,NPM1 GENE                          
81310,NPM1 GENE                          
81311,NRAS GENE VARIANTS EXON 2&3        
81311,NRAS GENE VARIANTS EXON 2&3        
81312,PABPN1 GENE DETC ABNOR ALLEL       
81313,PCA3/KLK3 ANTIGEN                  
81313,PCA3/KLK3 ANTIGEN                  
81314,PDGFRA GENE                        
81314,PDGFRA GENE                        
81315,PML/RARALPHA COM BREAKPOINTS       
81315,PML/RARALPHA COM BREAKPOINTS       
81315,PML/RARALPHA COM BREAKPOINTS       
81316,PML/RARALPHA 1 BREAKPOINT          
81316,PML/RARALPHA 1 BREAKPOINT          
81316,PML/RARALPHA 1 BREAKPOINT          
81316,PML/RARALPHA 1 BREAKPOINT          
81316,PML/RARALPHA 1 BREAKPOINT          
81317,PMS2 GENE FULL SEQ ANALYSIS        
81317,PMS2 GENE FULL SEQ ANALYSIS        
81317,PMS2 GENE FULL SEQ ANALYSIS        
81318,PMS2 KNOWN FAMILIAL VARIANTS       
81318,PMS2 KNOWN FAMILIAL VARIANTS       
81318,PMS2 KNOWN FAMILIAL VARIANTS       
